session_id,target
1,0.002209735601473192
2,4.809404834990054e-09
3,1.872786398242313e-08
4,2.354234937468051e-08
5,3.1311098204136614e-05
6,0.000218470740605889
7,0.0005479298499788001
8,0.00013228266660299156
9,0.0007951942025210794
10,0.10313295595846964
11,3.0368380515304275e-05
12,8.644342619821997e-05
13,0.0004376538289747138
14,0.3576978109803746
15,5.0205717386141707e-05
16,0.004008995604616234
17,0.015199652540864245
18,3.192435305813938e-05
19,0.0009339968707524009
20,2.7299456772513893e-07
21,0.062299349935491063
22,5.554725980436821e-08
23,2.8672447454713966e-05
24,0.00033855103980382623
25,0.07178094133714505
26,4.59789216006675e-09
27,0.0006278054913561304
28,3.690193313532541e-07
29,0.014569932366440962
30,0.00011076263908315106
31,0.013670146086475215
32,0.04383416401464566
33,0.0006206853593281763
34,9.342840038654181e-08
35,0.013395701428325323
36,0.00032656105678756104
37,6.2031630483522505e-09
38,1.374980561198749e-08
39,0.00011076263908315106
40,3.0002771161205583e-05
41,0.00044259428265003113
42,0.0012583166014039087
43,1.8722926466521032e-06
44,1.4062729794383998e-05
45,0.24373556353540474
46,8.731277404414345e-06
47,0.00925663058557794
48,0.0005912422499119369
49,2.510398427240755e-05
50,9.503247027535131e-06
51,1.2405772754171966e-07
52,6.01128754248523e-06
53,0.03574500415568653
54,0.00010330739805080147
55,6.149340102210517e-06
56,0.0018047686078704822
57,1.177629260004867e-06
58,1.5453337331917854e-05
59,1.5888754452134834e-05
60,6.636796029490493e-06
61,9.052581446906326e-06
62,0.001367837027841589
63,1.5021344115134161e-05
64,3.2162041942114103e-05
65,7.066317440816205e-06
66,1.196004880257316e-07
67,0.00019603148050890607
68,0.00015696178698815387
69,0.09147506566146062
70,0.00014673441175201593
71,0.0002719825838471133
72,1.5888754452134834e-05
73,0.030185627428615497
74,4.809404834990054e-09
75,2.8875389098557414e-05
76,0.00036001930383386415
77,0.0001710412422693333
78,0.0015258136592423924
79,7.263343699634201e-06
80,0.00012250049156667741
81,2.3603573361661305e-05
82,3.911922942664119e-05
83,3.734545642869243e-08
84,0.2497693700477064
85,1.3634864411032247e-05
86,6.215761146862503e-07
87,0.0011987157911985532
88,0.0005867295834462616
89,0.0003146208588373277
90,0.018069698962251614
91,0.0001307488152479965
92,9.618729911236263e-06
93,0.03279740781614081
94,0.0008489125944954829
95,0.03878365377483632
96,3.386825052694291e-08
97,9.707410475049121e-05
98,6.851947656220968e-05
99,2.1821503999886283e-05
100,0.00010113896100557021
101,0.0005102943122699818
102,0.07066556918723063
103,0.0022694869634984033
104,0.002387450757462515
105,3.7349462802816975e-06
106,0.00027826597457896346
107,0.00033271794652311385
108,1.932583179569394e-05
109,1.8135011523636688e-05
110,9.305787999908151e-05
111,0.00014644418493674107
112,2.575258412052706e-07
113,0.015395309929554494
114,6.6803943404200545e-06
115,0.00013013969587495036
116,0.0008127687887513521
117,0.0014486912980535888
118,0.004408290100930401
119,0.009800612272811874
120,0.00014706546691818303
121,3.891367802069826e-05
122,0.00011076263908315106
123,0.000283622991439913
124,2.3089857947478376e-05
125,0.001631986929772861
126,4.571525717494119e-07
127,5.225998164636563e-09
128,0.0003547100749815803
129,0.003023579571438782
130,0.0012010846487471433
131,0.013176844730800087
132,0.0005479298499788001
133,0.0008459044789390932
134,1.5116612289581446e-06
135,6.03810960966085e-06
136,3.2162041942114103e-05
137,0.00032220988150861833
138,0.0016286288134808517
139,8.237119110747012e-07
140,0.0005441091757204245
141,3.2391738179451342e-09
142,0.00030230416619408316
143,0.0002981832266621009
144,0.0007738216282687813
145,4.809404834990054e-09
146,0.011465319566178446
147,0.0003666412675066017
148,0.000500404094276584
149,0.00038880758107666256
150,0.06116611231614915
151,6.871296997818626e-06
152,0.029657208714307978
153,0.0016348057160265308
154,0.00259371375867945
155,1.561435940851706e-05
156,7.60340082681813e-05
157,7.628875201299984e-05
158,3.2162041942114103e-05
159,1.4058454151728776e-06
160,0.00011076263908315106
161,0.0011896874190016975
162,5.236290306588013e-05
163,0.0001242480490898814
164,0.0010183501026771818
165,6.560417232183584e-08
166,2.2392322283775115e-05
167,0.0036760746422281354
168,0.00038880758107666256
169,0.0003924959292925154
170,0.00020968608147947142
171,0.0007316474755183607
172,0.00014094209140672135
173,5.461601968559911e-05
174,0.0002026462415563697
175,0.13205926249534733
176,0.0005838966407368327
177,0.005364524260296273
178,2.269811750862262e-07
179,2.0661588976072846e-05
180,0.00010134982674701016
181,0.0007106449965426746
182,0.05227326779372417
183,0.00012976004045553706
184,7.3555293907672545e-06
185,0.00024895964450398684
186,3.421241932685321e-05
187,1.950688666488582e-06
188,8.762502040851722e-07
189,0.0010203195839545722
190,1.2429096033195607e-05
191,0.000320605580317492
192,0.000356175113433868
193,0.0006429732200379184
194,0.029446517330820026
195,0.000330495611799304
196,3.5229782245606435e-09
197,0.00023054278752679752
198,0.0013926299485159542
199,0.004436011715034863
200,8.141917374390384e-06
201,8.731277404414345e-06
202,0.022756303131900787
203,4.571525717494119e-07
204,0.002070452476741546
205,0.0019662120408315414
206,7.231587245676398e-10
207,3.1140242621281826e-05
208,0.056967159448314326
209,1.0602838882852248e-05
210,0.001771557280522423
211,0.00034743364097844926
212,0.008576590338992532
213,3.866834506543474e-05
214,0.018071176555700747
215,0.05540693233135198
216,0.0014600662028754912
217,0.022129179217808003
218,0.0003924959292925154
219,0.0047084546823221475
220,0.0003848454091969349
221,0.000567180845864713
222,0.000325199781373551
223,0.016079422792832483
224,0.0003924959292925154
225,0.031198635493741474
226,0.0029190133738879356
227,0.0004358127181694394
228,2.392069192754601e-05
229,9.782087888915183e-05
230,0.00031219279192972214
231,1.9939375242818712e-06
232,9.047342539287583e-05
233,3.1986884256150366e-05
234,0.004683162495528835
235,2.0659709367316562e-05
236,0.004190062884288573
237,0.00040348531474316987
238,0.00039853921724323246
239,0.00011076263908315106
240,0.0028244851133756048
241,7.3555293907672545e-06
242,6.078414754855646e-08
243,1.958965448847734e-08
244,6.423225310594323e-05
245,4.665977393946221e-05
246,1.516427875944884e-06
247,0.04446981832420436
248,9.656674409265087e-05
249,1.9759458431333255e-06
250,8.139344706601909e-05
251,0.07863267784665982
252,0.00015848705342618046
253,2.9792173132876195e-05
254,0.031198635493741474
255,6.842505098668205e-05
256,1.006303765633705e-09
257,0.0024107350407415397
258,0.003928154317135789
259,0.001216944937680727
260,0.026427011943312404
261,3.770021707692067e-05
262,0.056967159448314326
263,6.410359713393395e-05
264,0.00038880758107666256
265,0.0006620590382084926
266,1.6934518201877056e-06
267,5.70611935801743e-13
268,1.1118327504270466e-05
269,0.00022402240406444693
270,9.9372383525765e-05
271,1.4152163766869461e-05
272,0.0004230213185072918
273,2.660757679117978e-05
274,0.0007831691300455127
275,0.0015712831498078822
276,4.0898295290963644e-08
277,0.0003670517708328096
278,0.00933324057874476
279,9.943066195004632e-06
280,0.000716402892399895
281,7.866320501042007e-06
282,0.00038956785694885547
